time,frequency,confidence
7.160,43.221,0.898590
7.170,43.064,0.844113
7.180,43.132,0.895766
7.190,43.126,0.903746
7.200,43.278,0.908969
7.210,43.202,0.906549
7.220,43.177,0.879573
7.230,43.315,0.901672
7.240,43.191,0.863938
7.250,43.170,0.900760
7.260,43.086,0.891137
7.270,43.166,0.908237
7.280,43.230,0.899318
7.290,43.167,0.866418
7.300,43.296,0.920430
7.310,43.291,0.899435
7.320,43.258,0.903822
7.330,43.208,0.910753
7.340,43.260,0.917728
7.350,43.162,0.900373
7.360,43.108,0.815355
7.370,43.195,0.899331
7.380,43.106,0.891771
7.390,43.211,0.916067
7.400,43.144,0.903300
7.410,43.264,0.916668
7.420,43.222,0.906398
7.430,43.169,0.871633
7.440,43.289,0.918523
7.450,43.224,0.903525
7.460,43.170,0.912568
7.470,43.080,0.866050
7.480,43.144,0.886509
7.490,43.201,0.902928
7.500,43.172,0.889614
7.510,43.282,0.918536
7.520,43.283,0.889318
7.530,43.306,0.907828
7.540,43.304,0.891402
7.550,43.233,0.916112
7.560,43.251,0.908641
7.570,43.229,0.875072
7.580,43.253,0.882743
7.590,43.194,0.820600
7.600,43.268,0.908850
7.610,43.363,0.752298
7.620,43.119,0.058498
7.630,455.933,0.174196
7.640,445.698,0.609450
7.650,440.617,0.622374
7.660,429.753,0.655684
7.670,428.650,0.851167
7.680,432.073,0.620819
7.690,435.020,0.391732
7.700,434.959,0.525881
7.710,431.152,0.758539
7.720,430.422,0.828754
7.730,431.071,0.893063
7.740,433.253,0.912662
7.750,437.230,0.924546
7.760,440.347,0.879388
7.770,441.672,0.795620
7.780,884.211,0.852743
7.790,883.480,0.859978
7.800,882.269,0.856257
7.810,880.953,0.855258
7.820,880.719,0.843587
7.830,880.557,0.836766
7.840,880.142,0.822586
7.850,879.111,0.790030
7.860,879.099,0.797483
7.870,880.478,0.834051
7.880,881.709,0.898088
7.890,882.208,0.901956
7.900,881.997,0.891999
7.910,881.809,0.892862
7.920,882.007,0.881404
7.930,881.384,0.874020
7.940,881.025,0.871532
7.950,881.765,0.897955
7.960,883.993,0.907052
7.970,891.430,0.791732
7.980,904.533,0.496257
7.990,461.160,0.788280
8.000,465.761,0.914749
8.010,468.034,0.969911
8.020,469.256,0.967407
8.030,468.996,0.964855
8.040,468.541,0.967648
8.050,467.962,0.969164
8.060,467.835,0.968355
8.070,467.838,0.967670
8.080,467.589,0.969558
8.090,467.302,0.970096
8.100,467.535,0.969817
8.110,468.456,0.971064
8.120,468.677,0.969542
8.130,468.568,0.968273
8.140,468.663,0.971648
8.150,468.929,0.968718
8.160,468.687,0.966703
8.170,468.741,0.970010
8.180,469.154,0.965176
8.190,469.682,0.955585
8.200,469.051,0.960856
8.210,466.535,0.953282
8.220,464.742,0.929425
8.230,464.701,0.938390
8.240,465.448,0.942121
8.250,466.324,0.957528
8.260,467.464,0.972603
8.270,468.254,0.972365
8.280,469.338,0.967944
8.290,470.868,0.937638
8.300,473.203,0.939394
8.310,477.947,0.936661
8.320,479.680,0.953951
8.330,478.776,0.958218
8.340,475.652,0.906925
8.350,469.257,0.782520
8.360,459.939,0.556575
8.370,447.246,0.461903
8.380,441.848,0.272355
8.390,482.598,0.271156
8.400,489.996,0.103629
8.410,486.902,0.057880
8.420,482.389,0.070778
8.430,959.895,0.061854
8.440,949.173,0.125829
8.450,939.181,0.232223
8.460,932.824,0.330010
8.470,933.661,0.387154
8.480,936.377,0.481441
8.490,234.313,0.567571
8.500,235.526,0.236054
8.510,299.784,0.411616
8.520,322.971,0.524638
8.530,324.640,0.725181
8.540,327.816,0.787838
8.550,330.533,0.868620
8.560,334.002,0.897837
8.570,338.671,0.935406
8.580,341.673,0.957063
8.590,343.769,0.957769
8.600,344.639,0.954428
8.610,344.278,0.939509
8.620,343.751,0.941103
8.630,344.060,0.941021
8.640,344.838,0.954761
8.650,345.212,0.962782
8.660,344.876,0.951712
8.670,343.834,0.935123
8.680,341.161,0.934653
8.690,337.898,0.963872
8.700,336.588,0.956048
8.710,337.536,0.965524
8.720,339.444,0.940268
8.730,343.709,0.859659
8.740,350.654,0.883114
8.750,357.149,0.912311
8.760,361.438,0.931827
8.770,367.267,0.924273
8.780,372.917,0.916990
8.790,375.199,0.960181
8.800,375.714,0.963381
8.810,375.103,0.962582
8.820,373.587,0.932862
8.830,371.638,0.962372
8.840,370.427,0.960386
8.850,369.812,0.949091
8.860,369.135,0.931754
8.870,368.584,0.950593
8.880,368.250,0.957555
8.890,368.202,0.956012
8.900,368.520,0.946841
8.910,369.240,0.921701
8.920,369.588,0.925523
8.930,369.843,0.936318
8.940,370.436,0.947183
8.950,370.887,0.953280
8.960,371.559,0.956629
8.970,371.894,0.957070
8.980,371.960,0.955358
8.990,371.746,0.957092
9.000,371.744,0.954726
9.010,371.746,0.953312
9.020,371.706,0.951227
9.030,371.812,0.951228
9.040,371.558,0.953956
9.050,371.187,0.955402
9.060,370.788,0.951993
9.070,370.695,0.954249
9.080,370.589,0.953901
9.090,369.930,0.942659
9.100,368.298,0.954675
9.110,365.648,0.937172
9.120,360.293,0.906430
9.130,354.009,0.927832
9.140,343.118,0.776000
9.150,331.667,0.902078
9.160,323.629,0.879606
9.170,318.122,0.912699
9.180,315.141,0.957916
