time,frequency,confidence
8.230,365.756,0.311843
8.240,354.270,0.258106
8.250,445.974,0.329858
8.260,447.250,0.328655
8.270,452.181,0.569478
8.280,456.151,0.731780
8.290,461.798,0.792044
8.300,465.117,0.823651
8.310,463.776,0.866750
8.320,459.765,0.819427
8.330,458.920,0.853484
8.340,458.093,0.812906
8.350,460.237,0.716662
8.360,464.888,0.713345
8.370,466.430,0.590368
8.380,468.593,0.521919
8.390,465.692,0.412418
8.400,460.095,0.639080
8.410,467.735,0.347322
8.420,472.247,0.522097
8.430,319.194,0.123450
8.440,362.649,0.136128
8.450,391.259,0.232644
8.460,387.226,0.230127
8.470,391.576,0.373164
8.480,392.619,0.344859
8.490,390.713,0.573278
8.500,456.212,0.414170
8.510,395.612,0.372074
8.520,411.821,0.436727
8.530,414.021,0.536690
8.540,417.472,0.660864
8.550,431.599,0.559852
8.560,439.971,0.502230
8.570,452.238,0.558810
8.580,462.889,0.778747
8.590,470.295,0.774878
8.600,479.144,0.754012
8.610,485.470,0.885642
8.620,488.855,0.939792
8.630,490.496,0.927901
8.640,490.688,0.797790
8.650,477.315,0.415682
8.660,464.426,0.471045
8.670,463.267,0.352934
8.680,537.416,0.496076
8.690,543.795,0.466861
8.700,307.802,0.328754
8.710,310.975,0.684313
8.720,312.234,0.530693
8.730,342.162,0.525934
8.740,344.950,0.766557
8.750,347.411,0.701832
8.760,353.047,0.391944
8.770,182.326,0.515268
8.780,180.572,0.312713
8.790,658.131,0.174733
8.800,654.571,0.584891
8.810,649.500,0.318693
8.820,91.364,0.163178
8.830,91.663,0.523884
8.840,91.898,0.532364
8.850,95.238,0.190201
8.860,482.631,0.348475
8.870,481.583,0.391875
8.880,488.579,0.452636
8.890,496.093,0.598749
8.900,497.707,0.852672
8.910,497.688,0.912150
8.920,491.912,0.776204
8.930,484.134,0.770142
8.940,476.288,0.703335
8.950,475.339,0.522434
8.960,486.461,0.545744
8.970,490.115,0.485569
8.980,460.411,0.128486
8.990,464.049,0.177428
9.000,280.750,0.368165
9.010,281.461,0.686195
9.020,280.879,0.717017
9.030,279.029,0.503987
9.040,546.300,0.385936
9.050,529.001,0.324230
9.060,388.530,0.518471
9.070,386.570,0.729186
9.080,386.516,0.876572
9.090,385.299,0.908807
9.100,380.715,0.697254
9.110,354.577,0.290590
9.120,343.122,0.736742
9.130,338.103,0.493670
9.140,332.373,0.549171
9.150,336.156,0.535451
9.160,351.216,0.314480
9.170,360.643,0.402466
9.180,357.514,0.434876
9.190,397.557,0.707230
9.200,406.366,0.714182
9.210,415.700,0.787084
9.220,420.455,0.809664
9.230,423.686,0.728029
9.240,418.720,0.637725
9.250,413.075,0.658648
9.260,407.071,0.456281
9.270,400.723,0.535711
9.280,412.908,0.086232
9.290,411.694,0.005725
9.300,420.336,0.019896
9.310,433.600,0.161010
9.320,354.524,0.221274
9.330,354.834,0.554611
9.340,352.197,0.275872
9.350,444.952,0.277404
9.360,442.088,0.313093
9.370,435.828,0.190430
9.380,483.398,0.130558
9.390,478.762,0.506841
9.400,475.944,0.685438
9.410,473.257,0.681295
9.420,472.492,0.582641
9.430,472.265,0.655284
9.440,470.502,0.768202
9.450,471.491,0.675969
9.460,481.603,0.395930
9.470,495.401,0.709692
9.480,498.829,0.546239
9.490,835.092,0.146358
9.500,835.663,0.206802
9.510,593.015,0.137786
9.520,591.924,0.356649
9.530,585.062,0.240773
9.540,868.943,0.196824
9.550,411.375,0.255293
9.560,819.229,0.620721
9.570,406.014,0.431611
9.580,405.825,0.433962
9.590,406.714,0.357854
9.600,410.697,0.306342
9.610,407.421,0.245883
9.620,490.885,0.344224
9.630,518.122,0.368331
9.640,519.690,0.310440
9.650,575.390,0.658422
9.660,581.032,0.775476
9.670,590.522,0.626416
9.680,625.643,0.599441
9.690,628.126,0.624868
9.700,695.979,0.647466
9.710,425.831,0.143569
9.720,437.636,0.254388
9.730,457.195,0.612415
9.740,467.007,0.476419
9.750,484.933,0.485444
9.760,328.694,0.497408
9.770,329.398,0.453524
9.780,331.381,0.462825
9.790,329.747,0.175594
9.800,325.305,0.171105
9.810,985.111,0.160120
9.820,161.277,0.077840
9.830,162.876,0.173462
9.840,167.034,0.316448
9.850,254.688,0.116562
9.860,1412.977,0.160484
9.870,281.503,0.494278
9.880,280.341,0.391181
9.890,563.025,0.616511
9.900,562.571,0.771801
9.910,547.914,0.459854
9.920,538.894,0.835150
9.930,542.241,0.875929
9.940,543.447,0.850492
9.950,540.946,0.836686
9.960,540.842,0.860858
9.970,543.377,0.894905
9.980,548.199,0.877065
9.990,552.164,0.893607
10.000,554.659,0.931906
10.010,555.648,0.939855
10.020,554.209,0.864161
10.030,549.170,0.820424
10.040,539.136,0.724451
10.050,522.736,0.775353
10.060,520.036,0.837479
10.070,518.177,0.810824
10.080,512.606,0.655893
10.090,501.391,0.523177
10.100,485.953,0.395210
10.110,398.742,0.580029
10.120,390.340,0.685602
10.130,384.787,0.820963
10.140,381.681,0.817804
10.150,377.138,0.756181
10.160,372.502,0.576177
10.170,365.655,0.321039
10.180,393.959,0.472396
10.190,401.566,0.587586
10.200,404.346,0.607120
10.210,404.886,0.592203
10.220,338.166,0.586026
10.230,328.697,0.547824
10.240,324.275,0.801482
10.250,327.678,0.763162
10.260,392.186,0.406808
10.270,392.081,0.879668
10.280,392.820,0.906154
10.290,392.873,0.899873
10.300,391.557,0.740481
10.310,392.035,0.303480
10.320,327.989,0.118476
10.330,151.407,0.210955
10.340,161.588,0.482920
10.350,168.201,0.451726
10.360,174.132,0.788078
10.370,174.898,0.713946
10.380,355.730,0.575993
10.390,361.632,0.641126
10.400,367.668,0.732983
10.410,372.715,0.849703
10.420,375.680,0.921224
10.430,380.286,0.955586
10.440,383.008,0.951235
10.450,383.583,0.960764
10.460,382.208,0.940711
10.470,380.551,0.970838
10.480,379.595,0.952584
10.490,379.359,0.916064
10.500,379.598,0.916510
10.510,380.239,0.938199
10.520,381.135,0.788560
10.530,380.151,0.556614
10.540,379.827,0.764095
10.550,379.425,0.863136
10.560,374.705,0.751056
10.570,368.807,0.727555
10.580,364.883,0.513197
10.590,386.772,0.217327
10.600,387.740,0.210534
10.610,795.553,0.103893
10.620,397.975,0.215420
10.630,387.603,0.232346
10.640,384.898,0.246941
10.650,156.511,0.151151
10.660,475.129,0.237899
10.670,551.607,0.163817
