time,frequency,confidence
6.940,87.169,0.938051
6.950,87.168,0.941051
6.960,86.948,0.942675
6.970,86.698,0.932091
6.980,86.385,0.882347
6.990,86.089,0.678521
7.000,86.622,0.185811
7.010,353.937,0.142020
7.020,169.505,0.261765
7.030,172.475,0.464201
7.040,174.981,0.761417
7.050,175.253,0.691017
7.060,87.275,0.807723
7.070,87.092,0.825935
7.080,86.997,0.859347
7.090,87.093,0.739469
7.100,86.831,0.627833
7.110,86.942,0.756706
7.120,87.197,0.541720
7.130,87.436,0.568770
7.140,174.872,0.343888
7.150,173.759,0.169189
7.160,168.080,0.172140
7.170,168.931,0.226897
7.180,170.689,0.497411
7.190,171.800,0.604514
7.200,86.683,0.395031
7.210,86.954,0.790335
7.220,87.057,0.876054
7.230,87.162,0.907826
7.240,87.124,0.914375
7.250,87.214,0.924459
7.260,87.224,0.923284
7.270,87.319,0.932620
7.280,87.299,0.929567
7.290,87.309,0.926082
7.300,87.258,0.925661
7.310,87.055,0.880429
7.320,86.557,0.813263
7.330,85.707,0.246407
7.340,80.429,0.062521
7.350,78.538,0.077205
7.360,81.711,0.147706
7.370,167.658,0.306088
7.380,166.895,0.241283
7.390,165.968,0.435784
7.400,166.914,0.592765
7.410,83.673,0.835801
7.420,83.047,0.912314
7.430,82.372,0.923008
7.440,82.154,0.937034
7.450,82.354,0.953189
7.460,82.595,0.943366
7.470,83.057,0.928199
7.480,83.823,0.871198
7.490,85.528,0.801075
7.500,86.578,0.723672
7.510,87.069,0.479541
7.520,86.266,0.332337
7.530,84.281,0.699016
7.540,83.383,0.812640
7.550,82.900,0.884294
7.560,82.322,0.873717
7.570,81.849,0.926478
7.580,81.790,0.940198
7.590,81.787,0.936922
7.600,82.030,0.924428
7.610,82.319,0.944118
7.620,82.391,0.955305
7.630,82.586,0.964832
7.640,82.692,0.962909
7.650,83.184,0.918516
7.660,83.996,0.830178
7.670,84.858,0.695089
7.680,86.645,0.519485
7.690,85.784,0.566428
7.700,82.886,0.602729
